"","cohort_id","concept_id","concept_name","concept_code","domain_id","vocabulary_id"
"344",20501,4159752,"Seizures complicating infection","371115001","Condition","SNOMED"
"345",20501,762709,"Seizures in the newborn, non-refractory","430871000124109","Condition","SNOMED"
"346",20501,4046215,"Situation-related seizures","230431001","Condition","SNOMED"
"347",20501,4244383,"Benign neonatal convulsions","38281008","Condition","SNOMED"
"348",20501,46273399,"Complex partial seizure of occipital lobe","84181000119109","Condition","SNOMED"
"349",20501,37110888,"Febrile infection related epilepsy syndrome","725413002","Condition","SNOMED"
"350",20501,35624272,"Hypothalamic hamartoma with gelastic seizure","766932005","Condition","SNOMED"
"351",20501,37109948,"Perceptual disturbances and seizures co-occurrent and due to alcohol withdrawal","723926008","Condition","SNOMED"
"352",20501,37110471,"Perceptual disturbances and seizures co-occurrent and due to psychoactive substance withdrawal","724728006","Condition","SNOMED"
"353",20501,35624480,"Recurrent benign focal seizures of childhood","767254005","Condition","SNOMED"
"354",20501,762579,"Seizures in the newborn, refractory","429171000124105","Condition","SNOMED"
"355",20501,4043411,"Benign neonatal familial convulsions","230410004","Condition","SNOMED"
"356",20501,40483619,"Progressive encephalopathy with edema, hypsarrhythmia and optic atrophy syndrome","442511009","Condition","SNOMED"
"357",20501,4159150,"Seizures complicating intracranial hemorrhage","371114002","Condition","SNOMED"
"358",20501,35623629,"Acute encephalopathy with biphasic seizures and late reduced diffusion","766044005","Condition","SNOMED"
"359",20501,37164546,"Benign familial neonatal-infantile seizures","1231282002","Condition","SNOMED"
"360",20501,46273397,"Complex partial seizure of parietal lobe","84161000119100","Condition","SNOMED"
"361",20501,36680607,"Cryptogenic late-onset epileptic spasms","778063003","Condition","SNOMED"
"362",20501,36715417,"DEND syndrome","721088003","Condition","SNOMED"
"363",20501,4186206,"Early myoclonic encephalopathy","44423001","Condition","SNOMED"
"364",20501,4289142,"Eclampsia added to pre-existing hypertension","69909000","Condition","SNOMED"
"365",20501,45757119,"Eclampsia with pre-existing hypertension in childbirth","10752641000119102","Condition","SNOMED"
"366",20501,4047902,"Familial febrile convulsions","230432008","Condition","SNOMED"
"367",20501,4089691,"Familial neonatal seizures","279953009","Condition","SNOMED"
"368",20501,37160959,"Global developmental delay, neuro-ophthalmological abnormalities, seizures, intellectual disability syndrome","1172630000","Condition","SNOMED"
"369",20501,37205773,"Multiple congenital anomalies, hypotonia, seizures syndrome","785303004","Condition","SNOMED"
"370",20501,37163197,"Multiple mitochondrial dysfunctions syndrome type 2","1208486005","Condition","SNOMED"
"371",20501,36676587,"Partial corpus callosum agenesis, cerebellar vermis hypoplasia with posterior fossa cysts syndrome","773497001","Condition","SNOMED"
"372",20501,37110422,"Seizure co-occurrent and due to anxiolytic withdrawal","724670006","Condition","SNOMED"
"373",20501,37110420,"Seizure co-occurrent and due to sedative withdrawal","724668002","Condition","SNOMED"
"374",20501,4186827,"Seizures complicating infection in the newborn","372441001","Condition","SNOMED"
"375",20501,4159149,"Seizures complicating intracranial hemorrhage in the newborn","371107004","Condition","SNOMED"
"376",20501,36675039,"Severe neonatal onset encephalopathy with microcephaly","771303004","Condition","SNOMED"
"377",20501,37161409,"Severe neurodevelopmental disorder with feeding difficulties, stereotypic hand movement, bilateral cataract","1179282009","Condition","SNOMED"
"378",20501,36675181,"Solute carrier family 35 member A2 congenital disorder of glycosylation","771516000","Condition","SNOMED"
"379",20501,35625535,"5q31.3 microdeletion syndrome","768555009","Condition","SNOMED"
"380",20501,37165066,"CAD-CDG - carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase congenital disorder of glycosylation","1237417007","Condition","SNOMED"
"381",20501,37161015,"Combined oxidative phosphorylation defect type 27","1172844009","Condition","SNOMED"
"382",20501,36680590,"FASTKD2-related infantile mitochondrial encephalomyopathy","778029000","Condition","SNOMED"
"383",20501,37165108,"Fatty acyl-CoA reductase 1 deficiency","1237619001","Condition","SNOMED"
"384",20501,36716652,"GM3 synthase deficiency","722762005","Condition","SNOMED"
"385",20501,37163232,"ITPA-related lethal infantile neurological disorder with cataract and cardiac involvement","1208747005","Condition","SNOMED"
"386",20501,4033911,"Kohlschutter's syndrome","109478007","Condition","SNOMED"
"387",20501,37162304,"Macrocephaly, intellectual disability, neurodevelopmental disorder, small thorax syndrome","1187304005","Condition","SNOMED"
"388",20501,4047892,"Non-progressive Kozhevnikow syndrome","230401007","Condition","SNOMED"
"389",20501,35625463,"PURA syndrome","768473009","Condition","SNOMED"
"390",20501,37162276,"Intellectual disability, epilepsy, extrapyramidal syndrome","1187210007","Condition","SNOMED"
"391",20501,35607971,"Pachygyria, intellectual disability, epilepsy syndrome","763861000","Condition","SNOMED"
"392",20501,37118888,"Microcephaly, seizure, intellectual disability, heart disease syndrome","723304001","Condition","SNOMED"
"393",20501,4154695,"Seizures due to metabolic disorder","371022006","Condition","SNOMED"
